"Program","Year","Period","State","State ANSI","Strawberries","type","items","units","Domain","Domain Category","Value","CV (%)"
"SURVEY",2017,"MARKETING YEAR","NEW YORK",36,"STRAWBERRIES - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,NA,"TOTAL","NOT SPECIFIED",229,NA
"SURVEY",2017,"MARKETING YEAR","OREGON",41,"STRAWBERRIES - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,NA,"TOTAL","NOT SPECIFIED",110,NA
"SURVEY",2017,"MARKETING YEAR","OREGON",41,"STRAWBERRIES"," FRESH MARKET - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,"TOTAL","NOT SPECIFIED",195,NA
"SURVEY",2017,"MARKETING YEAR","OREGON",41,"STRAWBERRIES"," PROCESSING - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,"TOTAL","NOT SPECIFIED",93.5,NA
"SURVEY",2017,"MARKETING YEAR","OREGON",41,"STRAWBERRIES"," PROCESSING - PRICE RECEIVED"," MEASURED IN $ / TON",NA,"TOTAL","NOT SPECIFIED",1870,NA
"SURVEY",2018,"MARKETING YEAR","CALIFORNIA",6,"STRAWBERRIES - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,NA,"TOTAL","NOT SPECIFIED",89.5,NA
"SURVEY",2018,"MARKETING YEAR","CALIFORNIA",6,"STRAWBERRIES"," FRESH MARKET - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,"TOTAL","NOT SPECIFIED",104,NA
"SURVEY",2018,"MARKETING YEAR","CALIFORNIA",6,"STRAWBERRIES"," PROCESSING - PRICE RECEIVED"," MEASURED IN $ / CWT",NA,"TOTAL","NOT SPECIFIED",42.2,NA
"SURVEY",2018,"MARKETING YEAR","CALIFORNIA",6,"STRAWBERRIES"," PROCESSING - PRICE RECEIVED"," MEASURED IN $ / TON",NA,"TOTAL","NOT SPECIFIED",730,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",1800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",94800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",4900,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",3100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",3300,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",1600,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",2000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",2900,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",300,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",15200,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",1000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",2300,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",2800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",900,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",298200,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",20100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",466900,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",2000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",1900,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",2700,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)",7200,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",200,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",1400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",1200,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",600,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",5100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",600,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFENÂ = 138831)",1800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",1100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",1300,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",700,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",4100,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",8000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",1000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",5000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",90500,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",1700,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",700,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",1000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)",134400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",2749500,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",668000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",400,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",1700,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)",3586800,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (NITROGEN)",10676000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (PHOSPHATE)",5745000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (POTASH)",10583000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (SULFUR)",2637000,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.213,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",0.358,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",1.878,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",0.022,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",0.32,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",0.59,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",0.214,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",0.119,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",0.17,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",0.488,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",0.104,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",0.301,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",0.044,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",2.425,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",0.112,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",0.171,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",0.628,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",0.096,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",4.865,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",0.038,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",0.636,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",2.078,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",0.114,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",0.241,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.096,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",0.353,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1.364,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",0.019,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",0.297,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",0.118,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",0.032,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.49,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",0.098,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",0.071,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFENÂ = 138831)",0.179,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",0.286,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",0.105,NA
"SURVEY",2018,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",0.082,NA
